imagem,limiar_T,detectados,anotados,vp,fp,fn,erro_contagem
captura_2023-09-28_16-06-24_png.rf.2e462a059823f0cbacf06d3f37a20363.jpg,91.0,2,1,0,2,1,1
captura_2023-10-11_16-34-52_png.rf.e3abd33a9dc76657c9326e9c5bc6a46e.jpg,81.0,0,1,0,0,1,-1
captura_2023-10-09_13-55-00_png.rf.5c472a58390d67c66b2c36c15cdca953.jpg,108.0,2,1,0,2,1,1
captura_2023-10-02_15-17-10_png.rf.c97f261a7b7c83dc8691823ee7426ce7.jpg,86.0,0,1,0,0,1,-1
captura_2023-10-09_15-07-54_png.rf.ea2c869f7a40fd3a9e802a2569ba7b6e.jpg,70.0,3,1,0,3,1,2
captura_2023-10-05_17-54-02_png.rf.85ec88fe1047fcdba0fe188cc724e7e0.jpg,95.0,1,1,0,1,1,0
captura_2023-10-10_17-54-19_png.rf.fc49c0beb45e27215a6707e88fa720ee.jpg,61.0,3,1,0,3,1,2
captura_2023-10-05_16-04-42_png.rf.0ffbaeab5a1dee5f242b3a4b448a8f39.jpg,71.0,1,1,0,1,1,0
captura_2023-10-10_18-02-44_png.rf.6c25df1a6b15cf6fab0bc129036e7533.jpg,127.0,3,2,0,3,2,1
captura_2023-09-28_16-08-05_png.rf.e1e71c854285aad4d75ada8a0e5b91fd.jpg,86.0,3,1,0,3,1,2
captura_2023-09-28_16-09-03_png.rf.206a6632f3b2d04df4e80b005a2d4632.jpg,77.0,2,1,0,2,1,1
captura_2023-10-05_18-19-24_png.rf.88a12f86acf33829185210bf06644035.jpg,89.0,0,1,0,0,1,-1
captura_2023-10-10_18-03-14_png.rf.bea74956c0de1729db127f2cb4a3b8f7.jpg,78.0,2,1,0,2,1,1
captura_2023-10-02_15-21-37_png.rf.cde40bba66f0180f44417e5ccfc20ffc.jpg,85.0,1,1,0,1,1,0
captura_2023-10-02_15-37-51_png.rf.0894c0f2f4b3d678e5cf972aa41c1133.jpg,44.0,0,1,0,0,1,-1
captura_2023-10-11_16-43-24_png.rf.30af22d6581e6bc638c6d4a57ec38140.jpg,78.0,0,1,0,0,1,-1
captura_2023-09-28_16-05-40_png.rf.b8e994e1bfdd489de7314befbca04044.jpg,52.0,1,1,0,1,1,0
captura_2023-10-02_15-06-08_png.rf.7d50d9dd2333fb6f9425e8173d43cc73.jpg,35.0,0,1,0,0,1,-1
captura_2023-10-02_15-10-42_png.rf.eb99c088301609319ef2177de89b346b.jpg,96.0,0,1,0,0,1,-1
captura_2023-10-02_15-48-04_png.rf.4e131f312fb3a734cae3c972b711de6c.jpg,59.0,0,1,0,0,1,-1
captura_2023-09-27_14-35-09_png.rf.e0efb541fd39ddb58093d78e7b8d2232.jpg,51.0,3,1,0,3,1,2
captura_2023-09-28_15-01-28_png.rf.d14792fb56b274fec2e1d9f0ecac9f48.jpg,69.0,2,3,0,2,3,-1
captura_2023-10-02_15-48-23_png.rf.8c3a04499236e6962caa2fa0e702a700.jpg,47.0,1,3,0,1,3,-2
captura_2023-10-05_15-27-48_png.rf.53d50a00368ab0596cd8886f4d9dac4e.jpg,71.0,1,1,1,0,0,0
captura_2023-10-02_15-35-53_png.rf.d7b3dd515407a775a10d702b03df18e8.jpg,45.0,0,1,0,0,1,-1
captura_2023-10-10_17-55-32_png.rf.33243f75a35ae5127c3f0ccd0293ce63.jpg,64.0,2,1,1,1,0,1
captura_2023-10-02_15-22-03_png.rf.00a75a5db1f2ec9398ad8545af4efba5.jpg,59.0,2,1,1,1,0,1
captura_2023-10-02_15-43-31_png.rf.2bf0f908409c6dbd4e30f4cf799a5bfe.jpg,47.0,1,1,0,1,1,0
captura_2023-10-05_17-38-36_png.rf.58bc7368c8d7df3f36ae0550c518a8be.jpg,105.0,0,2,0,0,2,-2
captura_2023-10-05_17-40-39_png.rf.5f50a4fb97323e9548d6591eae53c74b.jpg,88.0,2,1,0,2,1,1
captura_2023-09-28_15-03-19_png.rf.547335ec65004e9f0f5666107d94121b.jpg,78.0,2,1,0,2,1,1
captura_2023-10-02_15-27-15_png.rf.07ca9428ad59c89f9b2903bab662ebe2.jpg,78.0,1,1,0,1,1,0
